date,hash,text,compound,sentiment
2009-04-06,-3054275136114018878,@kittCAT8 ya i was basically screwed. just rewrote it  i will seriously go with you if you want! i dont know anyone else who wants to goo!,-0.6351,negative
2009-04-06,-2619904767400068730,@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.,-0.6088,negative
2009-04-06,-4242139345669827305,I wish I had someone to talk to. I'm so upset.  no one likes me anyway,-0.668,negative
2009-04-06,99243144493500242,@Willie_Day26 hommmmeeworrkkk  boooo hope you fellas had a good night,0.7003,positive
2009-04-07,1989114659874119350,@Japh I wish I'd known that there were more tickets earlier. Rang this arvo - one left but Amy would end up sitting alone. Sigh  Too Hard.,-0.2732,negative
2009-04-07,-6888670658464423986,"woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote ",0.2225,positive
2009-04-07,-2760708561527772938,"WHF?? T:SCC killed Derek Reese (Brian Austin Green), I actually liked that character! ",-0.5191,negative
2009-04-07,4451259801276334858,equinux.com just crashed safari tks you! ,0.0,neutral
2009-04-07,3803344465704991026,&quot;fire of anatolia&quot; is fired... costumes are destroyed... it's so poor situation ,-0.8805,negative
2009-04-07,4346668754383457323,"8:00am typical British morning. Cold, wet, road full of miserable angry drivers..... good times! I need a holiday ",-0.2942,negative
2009-04-07,-2074128327995361036,"really now, time for sleep.  dreaming of my city, more tattoos, and other great things.  waking up to early morning sociology ",0.6249,positive
2009-04-07,-716599621627660711,"Just bought Sour gummi worms, peach gummi O's, and cheeto puffs... AND a 44 ounce soda... I'm such a fat ass  Had a huge dinner too.",-0.296,negative
2009-04-07,-438789996124054783,"@Tubeyornot2B you and me both. I thought I found a tweetheart, but I guess not.  so the search continues.. :-\",-0.3291,negative
2009-04-07,6986975486877101011,"@Pixie_Anna scroll back a few hours, you missed a whole lotta Jon ",-0.296,negative
2009-04-07,6252066473080198732,@CyFyre no   finished two years then had twinzzzzzzzzzzz,-0.296,negative
2009-04-07,-1074769618198348885,Missed #24 and #the hills  now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities,-0.6486,negative
2009-04-07,-3428568601978215157,"Oh, and it's officially my birthday. Happy 23rd birthday to me! *looks around* Yet no one is here to wish it to me  Erik's in bed.",0.6696,positive
2009-04-07,4716184526908798770,Needs the motivation to get dressed and go to work I hate training ,-0.3182,negative
2009-04-07,5256453326614511783,Didn't make it by here today.   They are saying we will have snow tomorrow. WTF?  It is Tennessee.  It doesn't even snow here in winter.,-0.6739,negative
2009-04-07,-3649099437101428383,I just had two people stop following me ,-0.296,negative
2009-04-07,8045494700273382306,Tried to fix hubby's computer. It didn't come with disks and now windows key won't work.  might have to buy it (like we can afford that),0.3612,positive
2009-04-07,6322374465571587721,@V3events  no way!?  Ur at a game right now!? ,-0.4843,negative
2009-04-07,13385240315108128,It seems that Twitter lost some updates yesterday - again!!  #twitter #fail,-0.7494,negative
2009-04-07,-6033555677241717284,my paronychia hurts ,-0.4767,negative
2009-04-07,-725387485295805213,http://twitpic.com/2y4vn - remember these days? neither do i. siiiiike. i miss my old body  someday soon u shall be miiiiine.,-0.1531,negative
2009-04-07,-2446985690137255760,back @ work. Had a bad start of day almost falling down the stairs  Not enjoying work yet...,-0.7638,negative
2009-04-07,-3555936392158345497,i &lt;3 CIGS..RIP ,0.0,neutral
2009-04-07,-2367934972256841011,"i'm up, so much paperwork to do today. `n i'm kinda getting sick  not fun",-0.6931,negative
2009-04-07,1662794101238947255,Just did 5km on the tready and want to die... I'm not built for running... ,-0.5574,negative
2009-04-07,7278121028324200168,@un1xnut if only I didn't work an evening/night job ,0.0,neutral
2009-04-07,-2985736971034508239,Need's help with this anxiety crap ,-0.1531,negative
2009-04-07,8835504181494273254,@CHASEBOOGIE lol dont ask i was being nice given a ride shit started bar b cueing on the freeway  lmao i been had mine ready,0.8225,positive
2009-04-07,1278002146779198484,"@azraeel Got home after 10 in the end, back in for a 9am start aswell ",0.0,neutral
2009-04-07,7518355616359856675,throat is so raw she cannot sleep....  ,0.0,neutral
2009-04-07,-1185220338506855680,// :T I just asked my friend what piglet was (winnie the pooh.) ....seriously guys what is it ,0.3612,positive
2009-04-07,3162117620780199596,i burnt my tongue on miso soup today ,0.0,neutral
2009-04-07,-8979428733116773964,had the worst dream abt some turd face ex.. ugh. it was awful. ,-0.836,negative
2009-04-07,2128645239533774051,Longing to own a sewing machine! My Birthday is too far away! ,-0.1739,negative
2009-04-07,-2590486540729326656,I havent slept a wink... Severe Insomnia... Arghhhh... Why!!! ,-0.5386,negative
2009-04-07,-7135864561300746180,@TerryFree Lol byeee time to go ,0.4215,positive
2009-04-07,587159492415324757,"@Skunkie Sorry, I guess sarcasm is hard to show in 130 characters.  ",-0.3818,negative
2009-04-07,2491002169009727855,"just microwaved a kashi chicken and spinach thing, and put in the Milk dvd. anyone seen it? i bet it's good. i still havent seen slumdog ",0.4404,positive
2009-04-07,-4982725218104678918,Just got up i have to watch my lil' bro's ... Mom is at work ,0.0,neutral
2009-04-07,4680269006404952396,oh god one of the teachers here gave me a rotten gogoma to eat.. and i'm so hungry i'm trying to eat around the bad parts  HAHAHAHA,-0.6908,negative
2009-04-07,493003874841891378,Still a got headache  . Getting ready for work,0.3612,positive
2009-04-07,8219379598956459444,"has to flip his lifestyle around, goodbye to sleeping in  and hello work at 6am!",0.0,neutral
2009-04-07,6253021924929248723,@EvilUnicorn will do  &lt;3,0.0,neutral
2009-04-07,-5781147675251051287,"@honeyortar the hinge broke  it works, just doesn't open smoothly and it's pissing me off. I dunno I'll see if it can be fixed first.",-0.6705,negative
2009-04-07,-2443595338482172217,Damn it. I hate this stage of the breakup process. I miss the boy.  We had just fallen in love. DAMN IT. WHY???!!!  Poop.,-0.8793,negative
2009-04-07,6603479460556947548,@rachaelyamagata You were amazing Rach! Thank you for the music! I waited outside but you never showed up!  There's always the next album!,0.6506,positive
2009-04-07,-5983549854193604879,@Nightwyrm no not yet ,-0.296,negative
2009-04-07,-3469837589408701981,i ate so many cookies that I think I'm hallucinating... ,0.0,neutral
2009-04-07,3214916480598160077,i don't wanna go to work i wanna go to bed! ,0.0,neutral
2009-04-07,6658836089101354714,So much for th paper.  i just woke up from my nap ,0.0,neutral
2009-04-07,925447792692385764,@rampantheart can do everything except add a twitter field in the comment.. ,0.0,neutral
2009-04-07,9074948986787614388,"I found my MADDEN '08!  in '09  ...oh well, I say Old is New Again!",0.3987,positive
2009-04-07,2279745303695764787,is missing his favourite friend ,0.25,positive
2009-04-07,-1967997200958893959,@BrandzHD TAKIN A BREAK FROM THE CLUBS PLEASE DONT TELL ME WHERE U AT ,0.4648,positive
2009-04-07,8849954389629279906,"I don't want to talk to advisors, they don't advise, the judge your arse off ",-0.0572,negative
2009-04-07,-1166828153325142068,down to 2 packs of moroccan mint tea...and a whole truckloads of kenyan tea. ,0.0,neutral
2009-04-07,763428739067485159,@idolette @marissatastic - I'm so sad about the House episode tonight  but bigger &amp; better things (damn that Taub LOL),0.5579,positive
2009-04-07,8669646309215398767,@choclatdrop404 he's not paying me any attn ,0.0,neutral
2009-04-07,-6980556450506463258,@shalinique For saying 2 may change up ur twitter game I like u just the way u r on here ,0.3612,positive
2009-04-07,5108865295893886313,@Gen_Marie  I hope we can fix you in California at least.....,0.4404,positive
2009-04-07,-3928100425238802229,@oishiieats ,0.0,neutral
2009-04-07,-3574977559583148223,I'm Not There is on HBO in 30 minutes! Got excited then remembered I should get some sleep tonight. And why is it not on again soon? Sad ,-0.2481,negative
2009-04-07,-1138097515640592473,Too tired to leave bed. ,-0.4767,negative
2009-04-07,4448980520286280379,@adreamforsteph ok House was sad. ,-0.2263,negative
2009-04-07,5486167938527310981,"ooh...hungry... before anything creeps out of the kitchen with legs...and/or arms...*attacks fridge* ah, cold chicken how exciting ",0.4939,positive
2009-04-07,5224493288296421266,@junebugg15  I had to super glue my shoe!! Lol,0.8065,positive
2009-04-07,2306144832995397037,owwwwww!!!  What a doozy of a headache.  2 tablets later and it has only taken  off a slight edge ,0.0,neutral
2009-04-07,1590538249788925776,Only two more days until holidays! All my friends are in public schools so we can't hang out on Thursday  THEN DISNEYLAND OMG.,0.7396,positive
2009-04-07,814505144109926705,Finds her mom rly annoying. I need to detox and do an H2O day. My skin is shitting. ,-0.6705,negative
2009-04-07,-8102467187302933643,I'm off to bed... way to late... will likely be a sac a shit at work tomorrow.  ,-0.5574,negative
2009-04-07,-6183011962966363434,"@ylizabeth because you died, and i never see you. ",-0.5574,negative
2009-04-07,-9060587644546819512,@kcarruthers I'm only 540 years old in pixie years. ,0.0,neutral
2009-04-07,-7373550064728837470,body clock still up the chuffer..note never ever stay up late again -also afro is back ,0.0,neutral
2009-04-07,1399245622318487553,stupid thing wont let me get into my old twitter page so i had to make a new one ,-0.5267,negative
2009-04-07,-4323024906417517775,I am soooo tired @ work ,-0.4404,negative
2009-04-07,-3450110807210400786,Txt-Chat with Jake. Lmfao. Its Frikkin Awesome! I Miss This Effin Boy So Much.  Awww. Hoping You Would Come Back Here Na! ) xxxx,0.7765,positive
2009-04-07,2679184610384711632,@kristinfinley ur phone and its breaking disease has spread to my phone it doesnt ring any more  just flashes agh only one moth till a ...,0.0,neutral
2009-04-07,-3659999227495688820,won't be doing the Frank Morgan race ,0.0,neutral
2009-04-07,-3387140123038237600,@CHRISDJMOYLES I'm not excited as I live in Wales ,-0.2584,negative
2009-04-07,-1744477571349814671,"blahhh, my throat is sore &amp; i keep coughing. i hate being sick ",-0.8591,negative
2009-04-07,5618868932351309331,"I'm sitting up, unable to sleep ",0.0,neutral
2009-04-07,1513513412777985353,"Motivated to sleep, but I'm feeling quite icky. ",0.4118,positive
2009-04-07,8065643838067668228,"Oh dear, all the pups died 1 by 1 last night, perhaps it was because Princess rejected them ",-0.6486,negative
2009-04-07,7241213597054335171,I am going to be 30 in a month...  Ugh ,-0.4215,negative
2009-04-07,4013283402922436196,3 in the morning and I can't sleep. ,0.0,neutral
2009-04-07,-6300870519404694276,"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried",0.2732,positive
2009-04-07,-962881672785085741,"Just wrote a 2 pg paper n 30 min, studied n now off 2 bed. Gotta wake up n 3 hours. OH JOY!  Nite all!",0.7284,positive
2009-04-07,-7024206574737016532,beginning to enjoy lazy town - oh dear ,0.5106,positive
2009-04-07,-9187482153798290134,or should i say my brain needs to optimise my neural search pathways to find my muscles again ,0.4404,positive
2009-04-07,-5123617598637742765,I cried when I heard the girl from Tracy was found today. It was soooo sad   May god bless Sandra Cantu.,-0.2023,negative
2009-04-07,5675451189969900391,@gmg2001 lol omg don't tempt me! I just started p90 2 hours ago. I need to at least be good for a day! shoulda asked me yesterday ,0.7418,positive
2009-04-07,1771111693791845076,Had a moment with run fatboy run ,0.0,neutral
2009-04-07,-6940861593359127051,"haven't even had time to twitt theese last few days, insane! ",-0.4574,negative
2009-04-07,8618508918742230081,"@Wyldceltic1 oh man, it was the most sad ever. ",-0.5256,negative
2009-04-07,-807532739811624952,Twitter woke me up ,0.0,neutral
2009-04-07,905178927447571615,@SpazMoraz get up lady! See you in work ... Boohoo ,0.0,neutral
2009-04-07,-8500970019138969030,Something got into my eye...now its itchy. aw. ,-0.2732,negative
2009-04-07,-5166923472429798344,@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.,0.4574,positive
2009-04-07,-3104381546656510558,@keelybin Ermmm not really. It's hearing the dreaded alarm clock ,-0.7269,negative
2009-04-07,9092958032434351345,@cannibaleyes I as bowling and the shit ripped ,0.6124,positive
2009-04-07,-7052393524381736110,"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom...",0.5894,positive
2009-04-07,8968177368430370070,@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics ,-0.3365,negative
2009-04-07,-8748323912144105252,"ugh, just read on #CNN that they found the Cantu girl's body in a pond near their home. How terrible for her family ",-0.7096,negative
2009-04-07,-4169186021027788183,Can't sleep. It's 2:05am--Ugh!!! I'm not even sleepy ,0.0,neutral
2009-04-07,-7921823602697284504,"How sad, I did not know Andy Hallet died  http://tinyurl.com/dhq7xv",-0.7717,negative
2009-04-07,8666139958207506839,... or so I thought....  ,0.0,neutral
2009-04-07,4081583922639119820,"@markress understand that, we are all busy. I can only tweet after work. ",0.0,neutral
2009-04-07,-504734625577815463,@samsungimaging better get your auto feature ironed out. that blast of advertisements was nothing less than industrial strength spam! ,0.5615,positive
2009-04-07,-728378537492190801,"@TexasVegetarian Oh, God, ow.  That must have hurt like a bitch.  ",-0.5574,negative
2009-04-07,-3414582499044488524,"Up and showered, now to get dressed for the late shift lollypop ",0.0,neutral
2009-04-07,-3612254872229677845,@GillianMe Yeah he was ,0.296,positive
2009-04-07,-1550413709459268080,"really now, time for sleep. dreaming of my city, more tattoos, and other great things. waking up to early morning sociology ",0.6249,positive
2009-04-07,-8549703069757565077,@dougiemcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset lol..a msg would make up 4 it!,0.4276,positive
2009-04-07,-8809355046965698910,Good morning... I wish the weather was as good as in Germany today ,0.8176,positive
2009-04-07,-1975693374623480942,I wish we had a Dunkin Donuts in Holland  Today my moms back from Japan. Can't wait to see her!,0.4574,positive
2009-04-07,-6824019624016939885,Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),0.3578,positive
2009-04-07,6370895538424714593,right got a stinking headache but I need to run I'm not a happy bunny ,-0.7349,negative
2009-04-07,-1435280299454054908,"sorry, I should say that this vid hits you hard, please beware the last 2 minutes especially  http://www.youtube.com/watch?v=EUJSME0TORw",0.1531,positive
2009-04-07,4987931340943889588,Wondering why gamebattles is down  http://bit.ly/qZuUY,0.0,neutral
2009-04-07,5790301679021694371,Too much traffic on the A2  Can't wait till all 10 lanes are ready ... 2010?,0.3612,positive
2009-04-07,-9176890271096658458,slept for 11 hours.. had been awake since 5.30am yesterday..  and still i was late for the exam  gotta wake up at 5 tomoro onwards ,0.0,neutral
2009-04-07,-5047742039032938055,Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,0.0,neutral
2009-04-07,4445774009870067434,Ok wonder why twitpix isn't an option for this new phone I got?! I can't win! I'll leave the photos to my cuz I guess... ,-0.32,negative
2009-04-07,1729544132115710565,they usually make me Zzzz... but not today ,0.0,neutral
2009-04-07,644319030502027668,My Macbook just froze. Luckily I was able to take a screen shot of my paper and retyped the end of it. I submitted my paper 1 min. late. ,0.5106,positive
2009-04-07,6068562348487071213,"@rougeforever I've just been faffing  Actually, reading; which is work but doesn't feel productive.",0.0,neutral
2009-04-07,412956804458627473,@thecampingforum if the forcasters are to be believed we'll be lucky of it lasts till this afternoon ,0.4215,positive
2009-04-07,-416330487990609204,@babybazooka i do too...but it's hard ,-0.1027,negative
2009-04-07,-7399342666885083852,"@CherylTheLibr_n Thanks for the Rebuilders/Rebuilding tip.  She's trying to help her mom thru a divorce, and herself thru a breakup.  ",0.6808,positive
2009-04-07,-725367948534735966,Left head phone has died this morning. 1 head phone to keep me company on my journey ,-0.5574,negative
2009-04-07,731481565493828048,@meganh93 same it has been drizzling all day  if u are going to rain might as well pour.,0.2732,positive
2009-04-07,8112447182852693547,i cant sleep ugghhh ,0.0,neutral
2009-04-07,2961124759202852463,just got to work and am so ravenous have eaten my gipton steak &amp; branston sarnies. Now I'll have to buy something for lunch!!   doh!,0.0,neutral
2009-04-07,-7853184678930443648,"New iphone, yay! Not restoring backup, no!  Stupid apple.",-0.3553,negative
2009-04-07,5832796516002429390,"A few catering gigs, very cool, getting ready for the normal week.  Working on Easter.  ",0.6549,positive
2009-04-07,7630258727522549983,i cant sleep ,0.0,neutral
2009-04-07,-3825920532907493450,"@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family ",0.2263,positive
2009-04-07,6199490820283078350,Know exactly how you feel man  re: http://ff.im/1XTN7,0.0,neutral
2009-04-07,7297031946490462192,im yellinq at ma mummyy  !! lol .. she is ANGRY AT MEE  !! ,-0.5269,negative
2009-04-07,9220299206937654585,"I really don't want to go back to Chicago. I liked not hearing about bad politicians or Oprah, I hate Oprah.  Only 4 days left in the UK ",0.1153,positive
2009-04-07,-3613300499346072744,@CandiceNicolePR I haven't heard from you in while ,0.0,neutral
2009-04-07,6123944243028206337,Still doing homework. ,0.0,neutral
2009-04-07,6610273213836336736,@ShannaMoakler I'm afraid to fly too. I straight up REFUSE to get on a plane. It sucks because it REALLY limits where you can go ,-0.5473,negative
2009-04-07,8958691555174502522,Tony has changed so much. Why did he have to change? ,0.0,neutral
2009-04-07,1836294341919418856,"Feeling a bit better today, at least I can walk. I have NO idea what happened yesterday. On my way to school now... Ugh... ",-0.3254,negative
2009-04-07,-4345768633324779639,Just about to leave for another exciting day at work ,0.4588,positive
2009-04-07,-58089928771522302,"@christieeee Aww, I'm so sorry dearyy ",-0.188,negative
2009-04-07,-1896149440444476144,Fuck la circulation ce mat1 ,-0.5423,negative
2009-04-07,-1587736122245748115,"Can't belive it.. We're home!! So sleepy 4 hrs today..  in Round Rock, TX http://loopt.us/GEtn1w",0.5882,positive
2009-04-07,4411634633618469443,I'm at disneyland again Ahaha! And i'm sad the pineapple stand is closed... I have 3 dollars ,-0.5255,negative
2009-04-07,9160617832455499359,"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought ",-0.7964,negative
2009-04-07,-1773144816383211599,My whip cream is melting ,0.0,neutral
2009-04-07,-6092339095858928266,I was woken up by my mom. now i cant get to sleep. ,0.0,neutral
2009-04-07,2595935493044434761,"Lonely bed, no husband. ",-0.5719,negative
2009-04-07,3131750142977350843,"Why is it that I have 46 followers, none of whom acknowledge me? ",0.0,neutral
2009-04-07,3608210873434719771,Stupid m&amp;ms make my stomach hurt ,-0.7783,negative
2009-04-07,-3852547148621189849,Best monday ever. Missed gossip girl.  Oh well. Spent time with BFF today! Wonderful Night! xoxo,0.954,positive
2009-04-07,-6130963484149020412,@pilvlp My luck I'd probably get stopped by a cop or something stupid!  ,-0.3802,negative
2009-04-07,-3079301825643328573,Sitting at home and im very bored   keep hearing really weird noises downstairs. Kinda creepy,-0.5245,negative
2009-04-07,5143582842386469147,Let us know how he's doing ok? ,0.0,neutral
2009-04-07,-6122631893495709039,"@Kailuh Dis guy was talking about his brother's cock, and thats all I feel like talking about   EWWW  You can figure out the rest.",0.2263,positive
2009-04-07,1576582805022250448,my birthday today. feel so old ,0.0,neutral
2009-04-07,7723844747117493810,@Amelia_Torode Have fun shopping ... but bear in mind the horrible forex truth  http://bit.ly/kHBN  ,-0.1655,negative
2009-04-07,-8108499838958755131,ok my TWEET PEEP i must head to bed now...Got to take a test in Law tomorrow  ...is it summer yet?  anyway much love and HUGGERS,0.873,positive
2009-04-07,-9188628768563711598,working on my lab report that's due 2359hr tonight. ,0.0,neutral
2009-04-07,-204376674979774171,I am awake now because of twitters! I was just dozing off. . . ,0.0,neutral
2009-04-07,8454270236694823821,"@jillglavan soooo disappointed your T.I. party is when I leave for Vegas. I was so jacked up when you first talked about it, now nothing ",-0.1531,negative
2009-04-07,-8534775578817301563,"@runawaystarling unfort, msn is a douche and a half to me ",-0.3612,negative
2009-04-07,524590868123241877,i have to butting poop again ,0.0,neutral
2009-04-07,3853835852918124160,@oinker_aida i agree! ,0.4199,positive
2009-04-07,-86968987037317236,all these crazy pollen trees in Washington state are making my sinuses go crazy ,-0.5859,negative
2009-04-07,6718045872505442364,Stupid 3 year project! feels like you've conquered something then you realised it's only 1 year down ,-0.2942,negative
2009-04-07,-401987784248581953,@jdpeterson  hope you feel better. why cali?,0.7003,positive
2009-04-07,3865535396872104284,I need to go out but I am so lazy. ,-0.6555,negative
2009-04-07,2305673799458494344,@laurenlenewx awww i'm sorry ,-0.0772,negative
2009-04-07,8824620802571327080,Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!,0.6449,positive
2009-04-07,-6129742725479591679,"morning all. So tired today, should've stayed in bed ",-0.5777,negative
2009-04-07,-8719054621017278120,off to town. forgot to charge my phone so don't think it will last all day ,0.0,neutral
2009-04-07,-2205051631712588760,why must I be awake at this untimely hour ,0.0,neutral
2009-04-07,576048827834638025,"i dont want to go to school tomorrow for an exam, after having one and a half weeks off ",-0.0572,negative
2009-04-07,-4237065753351881531,"@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. ",0.0498,neutral
2009-04-07,8013965202380396163,I can't sleep.  It's too windy and scary out.,-0.4939,negative
2009-04-07,-2731908937930051703,@darylsws kids are on holidays ,0.3818,positive
2009-04-07,-3283424697749939228,summer camp or summer school?? Both are boarding lol. ,0.4871,positive
2009-04-07,-5888403964756610947,after 2am and i'm still sniffling and sneezing. can't sleep. morning is going to come way too early ,0.0,neutral
2009-04-07,4919422143613941813,these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now ,0.5229,positive
2009-04-07,-5685794558743414524,"Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! ",-0.6449,negative
2009-04-07,2466393549850234616,@pelf81 but work is demanding for so much more ,-0.3291,negative
2009-04-07,-6279875174227166346,watching greek. cant believe its the last day ill see you guys.  june 20.... ahh.,-0.4215,negative
2009-04-07,-7294043872773615111,Is back at the cabbins  Ew!,0.0,neutral
2009-04-07,-1173963725015161252,terrified by the news from Italy  http://tinyurl.com/dhdpne,-0.6124,negative
2009-04-07,8857840420661070763,@lili_marlene Ohh that sux ,-0.3612,negative
2009-04-07,1491166354017595385,@brainiacmathew i know!  and im on spring break,0.0,neutral
2009-04-07,6452599426377107727,is extremely hungry ,0.0,neutral
2009-04-07,5078175112366760929,It's going to be a loooooooooooooooooooooooooooooooonnnnnnngggggggg night at work ,0.0,neutral
2009-04-07,2831869822322273952,@Jennchambless me neither and nobody is awake... NOBODY. I'm drunk and alone ,-0.5267,negative
2009-04-07,8869234016303623989,"@dark_butterfly Not just you. I thought he looked paler, too  Probably from drama filming. Jun looks healthier than ever, though.",0.0,neutral
2009-04-07,4907016416490263620,.. sad to hear about the discovery of the little girl from Tracy. Her poor family ,-0.7351,negative
2009-04-07,-8673023637015313076,just what am I supposed to think? ,0.0,neutral
2009-04-07,-6794870855841973847,Why do I keep working for places that DON'T do the Cycle2Work scheme. 15% disc at Halfauds is good enough. ,0.4404,positive
2009-04-07,6737515878669498442,"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  ",-0.7964,negative
2009-04-07,7606915948818661644,at wye river.. It's really cold! This internet is really expensive ,0.0,neutral
2009-04-07,2420039480445895690,Jammed my finger and it hurts really badly. ,-0.7574,negative
2009-04-07,5374101612873249386,DAMN- my PC has COMPLETELY given out  this sucks ...,-0.7437,negative
2009-04-07,2383550689759156022,I just let my EverQuest 2 subscription lapse. Just don't play it anymore. Don't have the time ,-0.2584,negative
2009-04-07,-18003173793228568,"had a flu shot at work, now my arm hurts ",-0.6908,negative
2009-04-07,6645572960837108400,@heidimontag I love the hills but I missed the show tonight ,-0.0516,negative
2009-04-07,4403919137379310718,@JesMayhemWA Still trying to sell the prelude? ,0.0,neutral
2009-04-07,3910945918873518509,"@katsun At this point, I'm trying to remain optimistic that it won't be as delayed as Live365 but it's getting harder each day ",0.246,positive
2009-04-07,-1302894654472471405,Twitter is down? ,0.0,neutral
2009-04-07,6562052628949147335,@Kal_Penn OMG I am so mad! You were my favorite character  I'll miss 'you',-0.4603,negative
2009-04-07,5028733624933934095,Wishes David Cook was coming to phoenix  trying to figure out a way to get to San diego on June 18th to see him.... I'm obsessed,-0.0258,neutral
2009-04-07,8063149107083296799,ill make fresh start.. i promise...    xtra sad puppy face...,-0.3182,negative
2009-04-07,-7917560566956982690,"A beautiful morning - the sun is shining, the birds are singing, I've just been playing Mousetrap with the kids... damn, now work ",0.4588,positive
2009-04-07,-2218015905448701252,"@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments ",-0.3845,negative
2009-04-07,1302096200305934501,@thisisguan ,0.0,neutral
2009-04-07,7867896186605977654,"Tuesday is a raining day, again ",0.0,neutral
2009-04-07,2186743243112025358,Has a huge headache but gotta go to work ,0.1655,positive
2009-04-07,-6470766558549817822,"@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus. ",0.3612,positive
2009-04-07,-4234633219220613564,Still feel feckin arseholed...a sign of old age me thinks ,0.0,neutral
2009-04-07,-4637480531975020356,"@SukottoXD I saw ice in the rain today. Not quite snow, but frozen water, nonetheless. ",0.0,neutral
2009-04-07,5104884078879062072,@charp I was being all nerdy &amp; thinking they could help me with my Metropolitan Area Network ,0.3612,positive
2009-04-07,-796734998850909035,tired but cant sleep............. ,-0.2382,negative
2009-04-07,7725666146497415080,@JBeauty lol   GOODNIGHT,0.4215,positive
2009-04-07,-1107241840542912490,I'm laying in bed facing the wall and trying to relax but I'm hearing so many things plus the air conditioning sound is so louad ,0.2382,positive
2009-04-07,-996937291562990020,Someone needs to give this baby a home!!! I would but it's a bit too soon  http://tinyurl.com/dzbppd,0.0,neutral
2009-04-07,2239006799855395215,In bed. Finally!  Long day tomorrow ,0.0,neutral
2009-04-07,9172871799459296620,Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? ,0.4003,positive
2009-04-07,2089660307128168091,Airlie is  sick   and now Mason is sick Too. He is going to miss his school disco ,-0.802,negative
2009-04-07,-910128141328708578,Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/,0.0,neutral
2009-04-07,-3823143050350261906,Just saw 1 little and 1 huge stingray in foot-deep water off catseye beach at low tide. No turtles yet.  ,-0.3102,negative
2009-04-07,719458517172135558,Have to update my picture cos I look old and fat.  Oh I am old and fat  playing badminton is not working on weight ,0.2023,positive
2009-04-07,2277859670357442920,Just saw some snow flakes ,0.0,neutral
2009-04-07,6938883595743966189,"lol, honeybaby, i sound like a ny-quil commercial. that word only looks right with a green background. i want to sleep but i can't ",0.4215,positive
2009-04-07,-331669522485443989,"Feeling soree, bad idea to go running when your sick ",-0.743,negative
2009-04-07,1308307254780927206,T___T need more sleep but my body wont let me  so i will draw instead  &lt;3,0.0,neutral
2009-04-07,-1839548355236163691,"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults ",0.0,neutral
2009-04-07,2040103523251714005,@vanidosa27 What's wrong? why do you need an inhaler? I didn't even know you were sick  Hope you start feeling better,-0.1179,negative
2009-04-07,1061300125436587304,"@eri74 Goodmorning!  hahaha, let me guess .... CB? hahaha me not ",0.8172,positive
2009-04-07,3788920627007571881,"Doesn't know why, but is feeling very down. And a trip to the gym didn't help ",-0.2817,negative
2009-04-07,-5690271638080804993,Computer/internet is hating me tonight... I swear. And I can't find my USB cord for my sidekick ,-0.5423,negative
2009-04-07,3489122298623323363,Taking Angus for a check-up today. I always quietly dread it but this time he's poorly so I know the lung function tests will be crap. ,-0.6597,negative
2009-04-07,-7423643119126756697,@grahamcracker  If only you were working in the Melbourne Victoria Police Department or the Melbourne City Cabs. ,0.0,neutral
2009-04-07,8396882204253758848,doing homework...  ,0.0,neutral
2009-04-07,7418813042899940956,has realized that twitter is getting more attention from her mama then she is....hahaha  LAME!,-0.5893,negative
2009-04-07,-3303217223205648991,"@m0nkfish Eww. Hershys kisses are ok, but not amazing ",-0.4512,negative
2009-04-07,-4933425690895710892,whoa im super hungry  Life cereal w/granola &amp; raspberries is calling my name,0.5994,positive
